Dst Port,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Header Length.1,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,1878,3,6,382,11595,382,0,127.3333333,220.5478028,4355,0,1932.5,2182.468304,6377529.286,4792.332268,234.75,229.1298758,577,15,975,487.5,265.1650429,675,300,1780,356.0,399.7880689,950,15,0,0,0,0,104,200,1597.444089,3194.888179,0,4355,1197.7,1886.332364,3558249.789,0,0,0,1,0,0,0,0,2,1330.777778,127.3333333,1932.5,104,0,0,0,0,0,0,3,382,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1878,3,6,382,11595,382,0,127.3333333,220.5478028,4355,0,1932.5,2182.468304,6377529.286,4792.332268,234.75,229.1298758,577,15,975,487.5,265.1650429,675,300,1780,356.0,399.7880689,950,15,0,0,0,0,104,200,1597.444089,3194.888179,0,4355,1197.7,1886.332364,3558249.789,0,0,0,1,0,0,0,0,2,1330.777778,127.3333333,1932.5,104,0,0,0,0,0,0,3,382,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,497,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8048.289737999998,165.66666669999995,153.20683190000003,304,1,497,165.66666669999995,153.20683190000003,304,1,0,0.0,0.0,0,0,0,0,0,0,128,0,8048.289737999998,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,128,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,497,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8048.289737999998,165.66666669999995,153.20683190000003,304,1,497,165.66666669999995,153.20683190000003,304,1,0,0.0,0.0,0,0,0,0,0,0,128,0,8048.289737999998,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,128,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1893,3,7,348,11595,348,0,116.0,200.9178937,4344,0,1656.428571,1760.597234,6309033.281,5282.62018,210.3333333,237.8592021,769,3,967,483.5,584.7773080000002,897,70,1765,294.1666667,351.9019276,956,3,0,0,0,0,104,232,1584.786054,3697.834126,0,4344,1085.727273,1579.834427,2495876.818,0,0,0,1,0,0,0,0,2,1194.3,116.0,1656.428571,104,0,0,0,0,0,0,3,348,7,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1942,3,6,351,11595,351,0,117.0,202.6499445,5803,0,1932.5,2539.075088,6151390.319,4634.397528,242.75,457.0360255,1348,2,1455,727.5,939.7449122000003,1392,63,1898,379.6,625.9547107999998,1477,2,0,0,0,0,104,200,1544.799176,3089.598352,0,5803,1194.6,2121.17259,4499373.156,0,0,0,1,0,0,0,0,2,1327.333333,117.0,1932.5,104,0,0,0,0,0,0,3,351,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1942,3,6,351,11595,351,0,117.0,202.6499445,5803,0,1932.5,2539.075088,6151390.319,4634.397528,242.75,457.0360255,1348,2,1455,727.5,939.7449122000003,1392,63,1898,379.6,625.9547107999998,1477,2,0,0,0,0,104,200,1544.799176,3089.598352,0,5803,1194.6,2121.17259,4499373.156,0,0,0,1,0,0,0,0,2,1327.333333,117.0,1932.5,104,0,0,0,0,0,0,3,351,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1381,3,4,372,11595,372,0,124.0,214.7743001,11595,0,2898.75,5797.5,8665459.812,5068.790731,230.1666667,273.3835523,597,5,739,369.5,371.2310601,632,107,1346,448.6666667,398.9816203,778,5,0,0,0,0,104,136,2172.338885,2896.451846,0,11595,1495.875,4082.7384520000014,16700000.0,0,0,0,1,0,0,0,0,1,1709.571429,124.0,2898.75,104,0,0,0,0,0,0,3,372,4,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,497,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8048.289737999998,165.66666669999995,153.20683190000003,304,1,497,165.66666669999995,153.20683190000003,304,1,0,0.0,0.0,0,0,0,0,0,0,128,0,8048.289737999998,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,128,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,3720,3,6,349,11595,349,0,116.3333333,201.4952439,5792,0,1932.5,2537.820147,3210752.688,2419.354839,465.0,835.7085958,2485,3,3354,1677.0,1605.132393,2812,542,3393,678.6,1367.306952,3122,3,0,0,0,0,104,200,806.4516129,1612.903226,0,5792,1194.4,2120.4265920000007,4496208.933,0,0,0,1,0,0,0,0,2,1327.111111,116.3333333,1932.5,104,0,0,0,0,0,0,3,349,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
