androiddefender_0,androiddefender_1,androidspy_0,androidspy_1,avforandroid_0,avforandroid_1,avpass_0,avpass_1,beanbot_0,beanbot_1,biige_0,biige_1,charger_0,charger_1,dowgin_0,dowgin_1,ewind_0,ewind_1,fakeapp_0,fakeapp_1,fakeappal_0,fakeappal_1,fakeav_0,fakeav_1,fakeinst_0,fakeinst_1,fakejoboffer_0,fakejoboffer_1,fakemart_0,fakemart_1,fakenotify_0,fakenotify_1,faketaobao_0,faketaobao_1,feiwo_0,feiwo_1,gooligan_0,gooligan_1,jifake_0,jifake_1,jisut_0,jisut_1,kemoge_0,kemoge_1,koler_0,koler_1,koodous_0,koodous_1,lockerpin_0,lockerpin_1,mazarbot_0,mazarbot_1,mobidash_0,mobidash_1,nandrobox_0,nandrobox_1,penetho_0,penetho_1,plankton_0,plankton_1,pletor_0,pletor_1,porndroid_0,porndroid_1,ransombo_0,ransombo_1,selfmite_0,selfmite_1,shuanet_0,shuanet_1,simplocker_0,simplocker_1,smssniffer_0,smssniffer_1,svpeng_0,svpeng_1,virusshield_0,virusshield_1,wannalocker_0,wannalocker_1,youmi_0,youmi_1,zsone_0,zsone_1
0.17588331,0.8241167,0.05210931,0.9478907,0.053954896,0.94604504,0.050576128,0.94942385,0.0033492357,0.99665076,0.0075096358,0.99249035,8.0069214e-05,0.9999199,0.22907315,0.7709269,0.052164953,0.947835,0.22962369,0.7703763,0.057071425,0.9429286,0.10780686,0.89219314,0.0045507774,0.99544924,0.19523141,0.80476856,0.022138216,0.9778618,0.028637942,0.97136205,0.05020354,0.94979644,0.054307964,0.94569206,0.0020042793,0.99799573,0.18187684,0.81812316,0.22477484,0.7752251,0.0061451322,0.9938548,0.1829027,0.8170973,0.005040208,0.9949597,0.16915728,0.8308427,0.06991257,0.9300874,0.19193456,0.8080654,0.04944505,0.9505549,0.071092464,0.9289075,0.0012907063,0.9987093,0.053935155,0.9460649,0.17852099,0.821479,0.1061394,0.8938606,0.04303351,0.95696646,0.05059785,0.94940215,0.0019226611,0.9980773,0.0016476035,0.9983524,0.19050826,0.8094918,0.012616299,0.9873838,0.00022165719,0.99977833,0.17450488,0.8254951,0.0013314754,0.99866855
0.8561406,0.14385931,0.98272413,0.01727584,0.95532376,0.04467627,0.96195483,0.038045205,0.95551634,0.044483706,0.9760794,0.023920612,0.09068151,0.9093185,0.9264495,0.07355049,0.9291805,0.0708195,0.8653489,0.13465111,0.89614815,0.10385189,0.8838839,0.116116054,0.9831806,0.016819393,0.10236658,0.89763343,0.9927919,0.0072080884,0.9794852,0.020514822,0.93029165,0.069708385,0.9149806,0.08501935,0.6842115,0.3157885,0.99973077,0.00026917408,0.82385164,0.17614837,0.6887912,0.31120878,0.5780639,0.42193612,0.61397034,0.3860297,0.96175146,0.03824855,0.9867504,0.013249627,0.9016734,0.09832668,0.9444846,0.055515442,0.98263437,0.017365636,0.8000211,0.19997886,0.9980781,0.0019218643,0.8724072,0.1275928,0.8706411,0.12935883,0.9754788,0.024521183,0.9255277,0.0744723,0.07475824,0.92524177,0.88563263,0.114367366,0.8996417,0.10035831,0.9430058,0.05699421,0.8410605,0.15893944,0.918632,0.081368,0.9803885,0.01961149
4.661666e-05,0.9999534,0.05210931,0.9478907,9.252586e-06,0.9999907,0.00014269259,0.9998573,0.00012928851,0.99987066,0.036837447,0.9631625,6.265885e-10,1.0,4.167337e-10,1.0,6.225321e-06,0.9999938,1.7414601e-07,0.9999999,4.8374557e-05,0.9999516,0.10232845,0.8976716,0.30745152,0.6925485,3.21248e-06,0.9999968,0.020467436,0.97953254,0.13625193,0.8637481,2.669201e-07,0.99999976,0.0001695874,0.99983037,3.4263234e-05,0.9999658,0.028062208,0.9719377,0.0009737298,0.9990263,0.050364114,0.9496359,1.8502575e-06,0.9999981,0.012799518,0.9872005,0.16915728,0.8308427,0.007335118,0.9926649,0.00044676784,0.99955326,2.471409e-05,0.9999753,0.071092464,0.9289075,1.2104589e-06,0.9999988,0.035940886,0.9640591,7.7460434e-05,0.9999225,0.1061394,0.8938606,0.08686621,0.9131338,5.1995583e-05,0.999948,0.00014612428,0.99985385,3.633406e-07,0.99999964,0.002557553,0.9974425,7.257159e-07,0.9999993,0.00013228621,0.9998677,0.0004191963,0.9995808,0.0011257565,0.99887425
7.023036e-05,0.9999298,0.00029271375,0.9997073,3.0859825e-05,0.9999691,0.00032770613,0.9996723,0.0002944528,0.9997055,0.00035374955,0.9996462,8.995163e-09,1.0,1.4942849e-06,0.99999845,1.7952332e-05,0.999982,1.7084009e-06,0.99999833,3.0215266e-05,0.99996984,2.0375087e-06,0.999998,0.00037877634,0.99962115,2.6328275e-05,0.99997365,0.0005296567,0.9994704,7.8049e-05,0.9999219,4.3043883e-06,0.9999957,0.00015853868,0.99984145,4.764603e-08,1.0,0.0012709675,0.99872905,0.00028864303,0.99971133,2.7152864e-06,0.99999726,1.0225986e-05,0.99998975,0.0002061302,0.9997938,0.00016165165,0.99983835,0.0023868075,0.9976132,0.00018421914,0.99981576,2.3699587e-05,0.9999763,0.00032117128,0.99967885,2.9866015e-07,0.99999964,0.0024432912,0.9975567,0.0002804336,0.99971956,0.1061394,0.8938606,3.2079068e-05,0.99996793,3.7381833e-05,0.99996257,1.8522845e-05,0.9999815,7.720301e-08,0.9999999,0.00027692752,0.999723,7.3232564e-05,0.9999268,2.8116523e-05,0.99997187,0.00016023354,0.9998398,8.040506e-06,0.999992
1.8111e-05,0.9999819,0.0011938654,0.9988061,1.0760897e-05,0.9999893,0.00010308531,0.9998969,9.573527e-05,0.9999043,0.00065832114,0.99934167,1.5817043e-06,0.99999845,3.511986e-07,0.99999964,8.380247e-06,0.99999166,2.5401291e-06,0.9999975,9.357263e-05,0.9999064,2.5523677e-06,0.9999975,0.00040221523,0.99959785,1.3184518e-05,0.99998677,0.0015453898,0.9984546,7.072354e-06,0.99999297,1.4713961e-06,0.99999857,0.00013847138,0.9998615,1.0594833e-07,0.9999999,0.004464856,0.99553514,0.00022624317,0.9997738,7.387725e-06,0.9999926,0.00017356996,0.9998265,0.00029878027,0.9997012,0.00028473098,0.99971527,0.0021085897,0.99789137,0.00026247022,0.99973756,2.4500378e-05,0.99997544,0.000491938,0.999508,1.3260835e-06,0.9999987,0.004358451,0.9956416,0.00024129443,0.99975866,0.1061394,0.8938606,6.649485e-05,0.9999335,3.5064593e-05,0.99996495,4.4912135e-06,0.99999547,1.6667202e-07,0.9999999,0.00025471725,0.9997453,5.599024e-06,0.9999944,6.345239e-05,0.9999366,0.00033608676,0.99966395,5.427343e-07,0.9999994
0.05781831,0.94218165,0.052200332,0.9477997,0.018155457,0.98184454,0.016021952,0.9839781,0.18191627,0.81808376,0.010487631,0.9895124,0.00070357946,0.9992964,0.01411492,0.985885,0.01545927,0.98454076,0.021504285,0.9784958,0.018964548,0.98103553,0.01696448,0.98303556,0.042523563,0.95747644,0.17406483,0.8259352,0.01044545,0.9895545,0.1365721,0.86342794,0.02294408,0.97705585,0.022707088,0.9772929,0.0038782894,0.9961217,0.01093868,0.98906136,0.08909223,0.9109078,0.14704642,0.85295355,0.15702595,0.84297407,0.024722833,0.9752772,0.16915728,0.8308427,0.04053777,0.9594622,0.07740351,0.9225965,0.01674812,0.9832519,0.07121601,0.928784,0.039808564,0.9601914,0.037088435,0.96291155,0.13353907,0.866461,0.1061394,0.8938606,0.08706757,0.9129325,0.019866634,0.9801334,0.016092936,0.9839071,0.05787479,0.94212514,0.010882174,0.9891178,0.101726726,0.8982733,0.01162607,0.9883739,0.065683745,0.9343162,0.043098114,0.9569019
0.0001316038,0.9998684,0.00031662008,0.9996834,5.1255305e-05,0.99994874,0.00036829087,0.99963164,0.0003167886,0.99968326,0.00032930996,0.99967074,2.7779706e-08,1.0,3.101758e-06,0.9999969,3.646831e-05,0.9999635,3.4244765e-06,0.99999654,5.2995063e-05,0.99994695,4.7577105e-06,0.99999523,0.00060460134,0.9993954,4.5425586e-05,0.9999546,0.00040383267,0.9995962,0.00013286443,0.9998671,7.441138e-06,0.9999926,0.0002004243,0.99979955,1.7174592e-07,0.9999999,0.0011669908,0.998833,0.00045501106,0.9995449,2.0436431e-05,0.9999796,1.720366e-05,0.99998283,0.0004938083,0.99950624,0.00030324966,0.99969673,0.0021904109,0.9978096,0.00030306587,0.99969697,3.551213e-05,0.9999645,0.0003973754,0.9996026,6.682562e-07,0.9999993,0.0027121725,0.99728787,0.00029076758,0.9997092,0.1061394,0.8938606,5.37227e-05,0.99994624,5.8644422e-05,0.99994135,2.0592684e-05,0.9999794,4.1982082e-07,0.9999995,0.00026791287,0.9997321,0.00010196289,0.9998981,5.0787246e-05,0.9999492,0.00023721333,0.99976283,3.9042607e-05,0.9999609
0.17588331,0.8241167,0.05210931,0.9478907,0.053954896,0.94604504,0.050576128,0.94942385,0.0033492357,0.99665076,0.0075096358,0.99249035,9.963896e-05,0.99990034,0.22907315,0.7709269,0.052164953,0.947835,0.19255553,0.80744445,0.057071425,0.9429286,0.10256108,0.8974389,0.0045507774,0.99544924,0.19523141,0.80476856,0.022138216,0.9778618,0.028637942,0.97136205,0.05020354,0.94979644,0.054307964,0.94569206,0.0029399598,0.99706,0.18187684,0.81812316,0.19911584,0.8008841,0.0063362815,0.99366367,0.1829027,0.8170973,0.005195378,0.99480456,0.16915728,0.8308427,0.06991257,0.9300874,0.19193456,0.8080654,0.04944505,0.9505549,0.071092464,0.9289075,0.0017240265,0.998276,0.06945472,0.9305453,0.17852099,0.821479,0.1061394,0.8938606,0.053671475,0.9463285,0.05059785,0.94940215,0.0018692423,0.99813074,0.0017780851,0.99822193,0.20397475,0.7960253,0.012616299,0.9873838,0.00020780876,0.99979216,0.17450488,0.8254951,0.0016998225,0.99830025
1.8131374e-05,0.9999819,0.0011941765,0.9988059,1.0769244e-05,0.9999893,0.000103116276,0.9998969,9.622668e-05,0.9999038,0.0006613787,0.99933857,1.6616002e-06,0.99999833,3.52094e-07,0.99999964,8.377507e-06,0.99999166,2.542931e-06,0.9999975,9.359762e-05,0.9999064,2.5586505e-06,0.9999975,0.00040327525,0.9995968,1.3202197e-05,0.99998677,0.0015519252,0.998448,7.073096e-06,0.99999297,1.473619e-06,0.99999857,0.00013854296,0.9998615,1.1237794e-07,0.9999999,0.0044847,0.9955153,0.0002262807,0.9997737,8.132322e-06,0.9999919,0.00017457029,0.9998254,0.00031368434,0.99968636,0.0002846669,0.99971527,0.0021081124,0.99789196,0.00026260933,0.9997373,2.4504e-05,0.99997544,0.00049195864,0.999508,1.4070346e-06,0.99999857,0.004408365,0.9955916,0.00024262971,0.99975735,0.1061394,0.8938606,7.08507e-05,0.9999292,3.508339e-05,0.99996495,4.5391175e-06,0.99999547,1.7824347e-07,0.9999999,0.00025498818,0.99974495,5.625786e-06,0.9999944,6.3541884e-05,0.99993646,0.0003361343,0.99966383,6.357697e-07,0.9999994
0.17588331,0.8241167,0.05210931,0.9478907,0.053954896,0.94604504,0.050576128,0.94942385,0.0033492357,0.99665076,0.0075096358,0.99249035,7.9202895e-05,0.99992085,0.22907315,0.7709269,0.052164953,0.947835,0.2032608,0.7967392,0.057071425,0.9429286,0.10359022,0.89640975,0.0045507774,0.99544924,0.19523141,0.80476856,0.022138216,0.9778618,0.028637942,0.97136205,0.05020354,0.94979644,0.054307964,0.94569206,0.0044529266,0.99554706,0.18187684,0.81812316,0.20738256,0.79261744,0.016391436,0.98360854,0.1829027,0.8170973,0.009880657,0.99011934,0.16915728,0.8308427,0.06991257,0.9300874,0.19193456,0.8080654,0.04944505,0.9505549,0.071092464,0.9289075,0.0015002806,0.99849975,0.08599459,0.9140054,0.17852099,0.821479,0.1061394,0.8938606,0.048320092,0.9516799,0.05059785,0.94940215,0.0013736422,0.99862635,0.0017165698,0.9982835,0.20387205,0.7961279,0.012616299,0.9873838,0.0002564926,0.9997435,0.17450488,0.8254951,0.0035357096,0.99646425
