androiddefender_0,androiddefender_1,androidspy_0,androidspy_1,avforandroid_0,avforandroid_1,avpass_0,avpass_1,beanbot_0,beanbot_1,biige_0,biige_1,charger_0,charger_1,dowgin_0,dowgin_1,ewind_0,ewind_1,fakeapp_0,fakeapp_1,fakeappal_0,fakeappal_1,fakeav_0,fakeav_1,fakeinst_0,fakeinst_1,fakejoboffer_0,fakejoboffer_1,fakemart_0,fakemart_1,fakenotify_0,fakenotify_1,faketaobao_0,faketaobao_1,feiwo_0,feiwo_1,gooligan_0,gooligan_1,jifake_0,jifake_1,jisut_0,jisut_1,kemoge_0,kemoge_1,koler_0,koler_1,koodous_0,koodous_1,lockerpin_0,lockerpin_1,mazarbot_0,mazarbot_1,mobidash_0,mobidash_1,nandrobox_0,nandrobox_1,penetho_0,penetho_1,plankton_0,plankton_1,pletor_0,pletor_1,porndroid_0,porndroid_1,ransombo_0,ransombo_1,selfmite_0,selfmite_1,shuanet_0,shuanet_1,simplocker_0,simplocker_1,smssniffer_0,smssniffer_1,svpeng_0,svpeng_1,virusshield_0,virusshield_1,wannalocker_0,wannalocker_1,youmi_0,youmi_1,zsone_0,zsone_1
0.0001280204,0.99987197,0.00028445965,0.9997155,4.2237625e-05,0.9999578,0.00032189226,0.99967813,0.00016430354,0.9998356,0.00015300215,0.99984694,6.5209385e-09,1.0,2.98178e-06,0.999997,2.9562507e-05,0.99997044,3.307987e-06,0.99999666,4.487079e-05,0.9999552,6.016581e-07,0.9999994,0.00021883717,0.9997812,4.454888e-05,0.9999554,0.00034572158,0.9996543,6.5956156e-05,0.9999341,7.0445662e-06,0.99999297,0.00016158215,0.99983835,1.8771468e-06,0.9999981,0.001087232,0.9989128,0.0004464581,0.9995535,2.920504e-06,0.99999714,1.6858565e-05,0.9999832,0.00029530376,0.99970466,0.00029631794,0.9997037,0.001891502,0.9981085,0.00029666477,0.99970335,3.281636e-05,0.9999672,0.00039205226,0.999608,2.823974e-07,0.99999976,0.0017904098,0.9982096,0.0002892218,0.99971074,0.1061394,0.8938606,4.9589486e-05,0.9999504,4.3408774e-05,0.9999566,9.425193e-06,0.9999906,2.1367458e-07,0.99999976,0.00022661193,0.99977344,6.673701e-05,0.99993324,4.9569957e-05,0.9999504,0.00023321966,0.99976677,9.143198e-05,0.99990857
1.8500019e-05,0.9999815,0.0011977752,0.9988022,1.0904233e-05,0.99998915,0.000103530874,0.9998964,9.634778e-05,0.9999037,0.00066841976,0.9993316,1.7430399e-06,0.9999982,3.675671e-07,0.99999964,8.338235e-06,0.99999166,2.5926206e-06,0.9999974,9.402656e-05,0.99990594,2.6530552e-06,0.9999974,0.00040162442,0.99959844,1.3052833e-05,0.999987,0.0015680761,0.99843186,7.0706815e-06,0.99999297,1.5110284e-06,0.99999845,0.00013959082,0.9998604,1.0850634e-07,0.9999999,0.0045269593,0.99547297,0.00022716311,0.99977285,8.345984e-06,0.99999166,0.00017466121,0.9998254,0.00031729246,0.9996828,0.00028403985,0.999716,0.002097086,0.99790287,0.0002652346,0.9997347,2.458513e-05,0.99997544,0.0004918932,0.99950814,1.3668971e-06,0.9999987,0.0043664663,0.99563354,0.00024364439,0.9997564,0.1061394,0.8938606,7.08203e-05,0.9999292,3.5358273e-05,0.9999646,4.5656484e-06,0.99999547,1.747206e-07,0.9999999,0.00025900043,0.999741,5.812725e-06,0.99999416,6.5041684e-05,0.9999349,0.00033715556,0.9996629,6.4239526e-07,0.9999994
4.6451354e-05,0.9999535,0.05210931,0.9478907,9.322746e-06,0.9999907,0.0001434236,0.9998566,5.5553894e-05,0.99994445,0.03812646,0.96187353,3.851379e-10,1.0,4.1575957e-10,1.0,6.2649383e-06,0.9999937,1.7421877e-07,0.9999999,4.9009675e-05,0.999951,0.10222761,0.8977724,0.31957233,0.68042773,2.11337e-06,0.99999785,0.020912724,0.97908723,0.13625193,0.8637481,2.6656141e-07,0.99999976,0.0001706432,0.9998293,7.651585e-06,0.9999924,0.02921219,0.9707879,0.00097140344,0.99902856,0.050302774,0.9496972,0.00021489162,0.9997851,0.012806394,0.98719364,0.16915728,0.8308427,0.0073589254,0.99264103,0.0004485599,0.9995515,2.471593e-05,0.9999753,0.071092464,0.9289075,1.5120172e-06,0.99999845,0.035977487,0.9640225,9.424541e-05,0.9999057,0.1061394,0.8938606,0.08686621,0.9131338,5.21937e-05,0.9999478,0.000109844914,0.9998901,3.6188473e-07,0.99999964,0.0025736536,0.99742633,3.9024687e-07,0.99999964,0.00013625444,0.99986374,0.00041916632,0.9995808,0.00074442936,0.9992556
0.11828948,0.8817105,0.052145746,0.9478543,0.03356232,0.96643776,0.030611819,0.9693881,0.18574794,0.8142521,0.115693554,0.88430643,0.01186798,0.98813194,0.110474005,0.88952595,0.030612838,0.9693871,0.08815017,0.9118498,0.036990307,0.9630097,0.013171932,0.9868281,0.2089099,0.79109013,0.12170909,0.8782909,0.050676502,0.94932353,0.13638006,0.8636199,0.03635394,0.963646,0.03690405,0.96309596,0.13051808,0.86948186,0.1423072,0.85769284,0.1294148,0.8705852,0.14704642,0.85295355,0.096508,0.90349203,0.05997832,0.9400217,0.16915728,0.8308427,0.055227146,0.94477284,0.13806976,0.8619302,0.031786166,0.96821386,0.071141936,0.92885804,0.26990616,0.73009384,0.038445972,0.96155405,0.09407889,0.90592104,0.1061394,0.8938606,0.086946785,0.9130532,0.034329787,0.96567017,0.016842373,0.9831577,0.38948876,0.61051124,0.01285114,0.9871488,0.13031103,0.869689,0.018027902,0.98197216,0.118533835,0.8814662,0.049787164,0.95021284
2.1449694e-05,0.99997854,0.0011033735,0.9988966,1.1032124e-05,0.9999889,9.8159944e-05,0.9999018,9.4284704e-05,0.9999057,0.00063766685,0.9993623,2.3650973e-06,0.9999976,4.272576e-07,0.9999995,8.765927e-06,0.9999912,2.9076034e-06,0.99999714,9.6732576e-05,0.9999032,9.955921e-07,0.99999905,0.00043997628,0.99956006,1.5855487e-05,0.99998415,0.0013460469,0.9986539,7.775134e-06,0.99999225,1.6306931e-06,0.99999833,0.00013304675,0.99986696,1.4335451e-07,0.9999999,0.0042940187,0.995706,0.00024785855,0.9997521,4.287542e-06,0.9999957,0.00020392881,0.9997961,0.00027822188,0.9997217,0.00031377794,0.99968624,0.0018697557,0.99813026,0.00029383384,0.9997061,2.6559117e-05,0.9999734,0.0004882186,0.99951184,1.7203853e-06,0.99999833,0.003824787,0.99617517,0.00026333847,0.9997366,0.1061394,0.8938606,6.0735612e-05,0.9999392,3.3701977e-05,0.99996626,4.218012e-06,0.9999958,2.0884248e-07,0.99999976,0.00023430109,0.9997657,6.4097335e-06,0.99999356,6.903857e-05,0.999931,0.00035393206,0.99964607,7.6713985e-07,0.9999993
0.00014339352,0.9998566,0.05210931,0.9478907,2.274787e-05,0.99997723,0.00019646814,0.9998036,0.0002925218,0.9997074,0.020238772,0.97976124,7.196476e-10,1.0,2.96758e-09,1.0,1.46922785e-05,0.99998534,5.575295e-07,0.9999994,4.797378e-05,0.9999521,0.11049196,0.88950807,0.075760596,0.92423946,1.4002269e-05,0.99998605,0.011917346,0.98808265,0.13625193,0.8637481,2.2414279e-06,0.99999774,0.00025581685,0.99974424,3.461065e-06,0.99999654,0.03496861,0.96503145,0.002218564,0.99778146,0.046779606,0.95322037,9.027382e-06,0.99999094,0.010604875,0.9893951,0.16915728,0.8308427,0.006034372,0.9939657,0.00040000756,0.9996,6.821661e-05,0.9999318,0.071092464,0.9289075,1.3122487e-06,0.9999987,0.029500853,0.9704991,0.000116252544,0.9998838,0.1061394,0.8938606,0.08686621,0.9131338,0.00010449603,0.99989545,8.395681e-05,0.9999161,1.6099805e-06,0.99999833,0.0024288602,0.9975712,4.2905895e-06,0.9999957,0.00024183684,0.9997582,0.00066793227,0.999332,0.0006380374,0.99936193
0.00810643,0.9918936,0.05210931,0.9478907,0.0027819963,0.997218,0.0033122587,0.9966877,0.023443164,0.9765569,0.061907046,0.93809295,1.9298254e-06,0.9999981,7.089246e-05,0.9999291,0.002253363,0.99774665,0.0005061839,0.99949384,0.0029168092,0.9970831,0.073276415,0.92672354,0.1501815,0.8498185,0.0031634113,0.99683654,0.020854702,0.9791453,0.13625193,0.8637481,0.0025609168,0.997439,0.0059559564,0.994044,0.00026408647,0.9997359,0.08770443,0.9122956,0.02963196,0.9703681,0.12421179,0.8757882,0.0011983595,0.9988016,0.015804641,0.98419535,0.16915728,0.8308427,0.018108115,0.98189193,0.014108976,0.98589104,0.0028870103,0.997113,0.071092464,0.9289075,0.00014133869,0.9998586,0.03415525,0.96584475,0.0036412198,0.9963588,0.1061394,0.8938606,0.08686621,0.9131338,0.0043843114,0.9956157,0.0012321573,0.99876785,0.0022676487,0.9977323,0.006986585,0.99301344,0.0029281054,0.99707186,0.004420323,0.99557966,0.012691301,0.9873087,0.00550952,0.9944905
1.849605e-05,0.9999815,0.0011978267,0.9988022,1.09034945e-05,0.99998915,0.000103533144,0.9998964,9.635973e-05,0.9999037,0.0006684443,0.9993316,1.7422007e-06,0.9999982,3.674343e-07,0.99999964,8.338401e-06,0.99999166,2.592136e-06,0.9999974,9.402351e-05,0.99990594,2.6528755e-06,0.9999974,0.00040168798,0.9995983,1.305236e-05,0.999987,0.0015680754,0.99843186,7.0713695e-06,0.99999297,1.5107531e-06,0.99999845,0.00013959056,0.9998604,1.0852787e-07,0.9999999,0.004526867,0.9954731,0.00022714621,0.99977285,8.34463e-06,0.99999166,0.00017464638,0.9998254,0.00031725797,0.9996828,0.00028402766,0.999716,0.0020973282,0.99790263,0.00026520173,0.9997348,2.4583771e-05,0.99997544,0.00049191195,0.99950814,1.3669832e-06,0.9999987,0.004367055,0.99563295,0.00024362998,0.9997564,0.1061394,0.8938606,7.082908e-05,0.9999292,3.5358273e-05,0.9999646,4.565718e-06,0.99999547,1.7472576e-07,0.9999999,0.0002589935,0.999741,5.811744e-06,0.99999416,6.503027e-05,0.9999349,0.00033713982,0.9996629,6.4228806e-07,0.9999994
0.17588331,0.8241167,0.05210931,0.9478907,0.053954896,0.94604504,0.050576128,0.94942385,0.0033492357,0.99665076,0.0075096358,0.99249035,0.00014782902,0.9998522,0.22907315,0.7709269,0.052164953,0.947835,0.19145238,0.8085476,0.057071425,0.9429286,0.10222761,0.8977724,0.0045507774,0.99544924,0.19523141,0.80476856,0.022138216,0.9778618,0.028637942,0.97136205,0.05020354,0.94979644,0.054307964,0.94569206,0.383627,0.616373,0.18187684,0.81812316,0.19763494,0.80236506,0.05997687,0.94002306,0.058497004,0.941503,0.026081547,0.97391844,0.16915728,0.8308427,0.06991257,0.9300874,0.19193456,0.8080654,0.04944505,0.9505549,0.071092464,0.9289075,0.001761894,0.9982381,0.35931346,0.6406866,0.17852099,0.821479,0.1061394,0.8938606,0.05452273,0.94547725,0.05059785,0.94940215,0.0026999281,0.9973001,0.0017886176,0.9982114,0.20502558,0.7949744,0.012616299,0.9873838,0.00057786587,0.9994222,0.17450488,0.8254951,0.6499098,0.35009024
4.6478388e-05,0.9999535,0.05210931,0.9478907,9.311088e-06,0.9999907,0.00014330223,0.9998567,0.29038015,0.7096199,0.038130797,0.96186924,0.033082437,0.9669175,4.159166e-10,1.0,6.2583586e-06,0.9999938,1.7420564e-07,0.9999999,4.8904352e-05,0.9999511,0.102254316,0.89774567,0.31960943,0.6803905,0.09378342,0.9062166,0.0209141,0.97908586,0.13625193,0.8637481,2.6661633e-07,0.99999976,0.00017046806,0.99982953,0.0035834203,0.99641657,0.029215757,0.97078425,0.0009717835,0.9990282,0.033814143,0.9661858,0.19384655,0.8061535,0.0105898315,0.98941016,0.16915728,0.8308427,0.007354984,0.992645,0.00044826366,0.9995517,2.4715482e-05,0.9999753,0.071092464,0.9289075,0.17884791,0.8211521,0.035971366,0.96402866,0.20220116,0.7977988,0.1061394,0.8938606,0.08686621,0.9131338,5.216061e-05,0.9999478,0.05440464,0.9455953,3.621219e-07,0.99999964,0.0025709902,0.99742895,0.20553009,0.79446995,0.00013559329,0.99986434,0.0004191703,0.9995808,0.059854534,0.9401455
