androiddefender_0,androiddefender_1,androidspy_0,androidspy_1,avforandroid_0,avforandroid_1,avpass_0,avpass_1,beanbot_0,beanbot_1,biige_0,biige_1,charger_0,charger_1,dowgin_0,dowgin_1,ewind_0,ewind_1,fakeapp_0,fakeapp_1,fakeappal_0,fakeappal_1,fakeav_0,fakeav_1,fakeinst_0,fakeinst_1,fakejoboffer_0,fakejoboffer_1,fakemart_0,fakemart_1,fakenotify_0,fakenotify_1,faketaobao_0,faketaobao_1,feiwo_0,feiwo_1,gooligan_0,gooligan_1,jifake_0,jifake_1,jisut_0,jisut_1,kemoge_0,kemoge_1,koler_0,koler_1,koodous_0,koodous_1,lockerpin_0,lockerpin_1,mazarbot_0,mazarbot_1,mobidash_0,mobidash_1,nandrobox_0,nandrobox_1,penetho_0,penetho_1,plankton_0,plankton_1,pletor_0,pletor_1,porndroid_0,porndroid_1,ransombo_0,ransombo_1,selfmite_0,selfmite_1,shuanet_0,shuanet_1,simplocker_0,simplocker_1,smssniffer_0,smssniffer_1,svpeng_0,svpeng_1,virusshield_0,virusshield_1,wannalocker_0,wannalocker_1,youmi_0,youmi_1,zsone_0,zsone_1
0.000103629354,0.9998964,0.00026529783,0.9997347,3.54022e-05,0.9999646,0.00030561167,0.99969447,0.00018899089,0.999811,0.00018477364,0.9998153,2.2846779e-08,1.0,2.2863205e-06,0.99999774,2.3363496e-05,0.99997663,2.5496186e-06,0.9999975,3.682344e-05,0.99996316,1.2779531e-06,0.9999987,0.00024751565,0.99975246,3.6872498e-05,0.99996316,0.00038060444,0.99961936,5.9633476e-05,0.9999404,5.4384486e-06,0.9999945,0.00014845225,0.9998516,3.263711e-08,1.0,0.0010990138,0.998901,0.00038018997,0.99961984,1.2817985e-05,0.9999871,1.4175619e-05,0.9999858,0.0003303218,0.9996697,0.00023911077,0.9997609,0.0019321432,0.9980679,0.00024890102,0.99975115,2.742374e-05,0.9999726,0.00033677169,0.99966323,5.785504e-07,0.9999994,0.002507894,0.9974921,0.00028062376,0.9997193,0.1061394,0.8938606,3.8199814e-05,0.99996185,3.7786052e-05,0.9999622,1.8409504e-05,0.99998164,2.8691673e-07,0.99999976,0.00022721055,0.99977285,6.628049e-05,0.9999337,3.969109e-05,0.9999603,0.00020091239,0.9997991,3.184896e-05,0.9999682
0.17588331,0.8241167,0.05210931,0.9478907,0.053954896,0.94604504,0.050576128,0.94942385,0.0033492357,0.99665076,0.0075096358,0.99249035,0.000690277,0.9993098,0.22907315,0.7709269,0.052164953,0.947835,0.19145623,0.8085438,0.057071425,0.9429286,0.10222823,0.8977718,0.0045507774,0.99544924,0.19523141,0.80476856,0.022138216,0.9778618,0.028637942,0.97136205,0.05020354,0.94979644,0.054307964,0.94569206,0.0009685959,0.9990314,0.18187684,0.81812316,0.1976385,0.8023614,0.004672508,0.9953275,0.058499854,0.9415001,0.004049906,0.9959501,0.16915728,0.8308427,0.06991257,0.9300874,0.19193456,0.8080654,0.04944505,0.9505549,0.071092464,0.9289075,0.0017619183,0.9982381,0.03492785,0.96507215,0.17852099,0.821479,0.1061394,0.8938606,0.054523297,0.9454767,0.05059785,0.94940215,0.005226396,0.99477357,0.0017886244,0.9982114,0.20502195,0.794978,0.012616299,0.9873838,0.000475092,0.99952495,0.17450488,0.8254951,0.00064050284,0.99935955
4.648335e-05,0.9999535,0.25908068,0.7409193,9.316631e-06,0.9999907,0.00014336099,0.9998566,0.0001408162,0.9998592,0.037990067,0.9620099,7.281237e-10,1.0,4.1594594e-10,1.0,6.2623576e-06,0.9999937,1.7420332e-07,0.9999999,4.8931972e-05,0.9999511,0.10224806,0.897752,0.3186177,0.6813823,3.5325706e-06,0.9999964,0.020890838,0.97910917,0.39387587,0.6061241,2.6674655e-07,0.99999976,0.00017055779,0.9998294,2.910947e-05,0.9999709,0.029097453,0.97090256,0.0009718553,0.9990282,0.033682548,0.9663175,2.1458138e-06,0.99999785,0.0133704245,0.9866296,0.16915728,0.8308427,0.007357024,0.99264294,0.00044820854,0.9995517,2.4723828e-05,0.9999753,0.2911941,0.70880586,1.2326826e-06,0.9999988,0.029055355,0.9709446,8.1908074e-05,0.9999181,0.1061394,0.8938606,0.37462327,0.6253767,5.2198382e-05,0.9999478,0.00013436133,0.99986565,3.6216647e-07,0.99999964,0.0025721537,0.9974279,8.4128493e-07,0.99999917,0.00013571733,0.9998642,0.00041917092,0.9995808,0.00096586085,0.99903417
0.17588331,0.8241167,0.05210931,0.9478907,0.053954896,0.94604504,0.050576128,0.94942385,0.0033492357,0.99665076,0.0075096358,0.99249035,9.508892e-05,0.9999049,0.22907315,0.7709269,0.052164953,0.947835,0.19148692,0.8085131,0.057071425,0.9429286,0.10223917,0.8977608,0.0045507774,0.99544924,0.19523141,0.80476856,0.022138216,0.9778618,0.028637942,0.97136205,0.05020354,0.94979644,0.054307964,0.94569206,0.027112221,0.97288775,0.18187684,0.81812316,0.1976673,0.8023327,0.015461302,0.9845387,0.058652796,0.9413471,0.010147946,0.989852,0.16915728,0.8308427,0.06991257,0.9300874,0.19193456,0.8080654,0.04944505,0.9505549,0.071092464,0.9289075,0.0017598044,0.99824023,0.1875997,0.8124003,0.17852099,0.821479,0.1061394,0.8938606,0.054475676,0.94552433,0.05059785,0.94940215,0.0014169897,0.9985831,0.0017880413,0.998212,0.20499271,0.79500735,0.012616299,0.9873838,0.0003482176,0.9996518,0.17450488,0.8254951,0.019572727,0.98042727
1.7869252e-05,0.9999821,0.0011918657,0.99880815,1.0675454e-05,0.9999893,0.000102847895,0.9998971,0.00010066101,0.9998994,0.0006805054,0.99931955,1.736867e-06,0.9999982,3.4127876e-07,0.99999964,8.4101985e-06,0.99999154,2.508066e-06,0.9999975,9.331022e-05,0.99990666,1.1793915e-06,0.9999988,0.00041498314,0.999585,1.3517633e-05,0.9999865,0.0015927812,0.9984072,7.075532e-06,0.99999297,1.4474367e-06,0.99999857,0.00013782945,0.9998622,1.307302e-07,0.9999999,0.004613613,0.9953864,0.00022568322,0.9997743,4.0741834e-06,0.99999595,0.00018426396,0.99981576,0.00025433383,0.99974567,0.00028519199,0.9997148,0.0021168897,0.99788314,0.00026074293,0.9997392,2.4451945e-05,0.99997556,0.0004920243,0.999508,1.5308373e-06,0.99999845,0.0044406066,0.99555933,0.00025425336,0.9997458,0.1061394,0.8938606,7.0881244e-05,0.9999291,3.4900757e-05,0.9999651,4.1547805e-06,0.9999958,1.809682e-07,0.99999976,0.00025214851,0.9997478,5.637849e-06,0.9999944,6.247097e-05,0.99993753,0.0003354662,0.99966455,6.3273325e-07,0.9999994
0.00022469579,0.99977535,0.00039308253,0.9996069,7.640236e-05,0.9999236,0.0004189372,0.99958104,0.00032492183,0.99967504,0.00030855334,0.9996915,8.3166585e-09,1.0,6.481116e-06,0.99999356,6.0314742e-05,0.9999397,7.090331e-06,0.99999297,8.331454e-05,0.9999167,9.3615745e-07,0.99999905,0.00086678757,0.9991333,7.263818e-05,0.9999274,0.00032561086,0.99967444,0.00027132605,0.9997286,1.649923e-05,0.99998355,0.00024061487,0.9997594,4.6455395e-07,0.9999995,0.0012951505,0.9987048,0.000692161,0.9993079,1.5962075e-06,0.99999845,2.6804228e-05,0.9999732,0.00040291328,0.99959713,0.0005177495,0.9994823,0.0020643224,0.99793565,0.00047995558,0.99952006,5.8796737e-05,0.99994123,0.0006373935,0.99936265,3.0709333e-07,0.99999964,0.002761899,0.99723804,0.00033215937,0.9996679,0.1061394,0.8938606,5.4639902e-05,0.9999454,7.5040894e-05,0.9999249,7.950637e-06,0.999992,3.1919714e-07,0.99999964,0.00026612522,0.99973387,0.00013917082,0.99986076,9.089856e-05,0.99990904,0.00035853538,0.9996414,5.5250162e-05,0.9999448
0.17588331,0.8241167,0.05210931,0.9478907,0.053954896,0.94604504,0.050576128,0.94942385,0.0033492357,0.99665076,0.0075096358,0.99249035,7.164883e-05,0.99992836,0.22907315,0.7709269,0.052164953,0.947835,0.23079371,0.76920635,0.057071425,0.9429286,0.10863068,0.89136934,0.0045507774,0.99544924,0.19523141,0.80476856,0.022138216,0.9778618,0.028637942,0.97136205,0.05020354,0.94979644,0.054307964,0.94569206,0.0033092313,0.99669075,0.18187684,0.81812316,0.22547612,0.7745239,0.0069878283,0.99301213,0.1829027,0.8170973,0.0062613515,0.99373865,0.16915728,0.8308427,0.06991257,0.9300874,0.19193456,0.8080654,0.04944505,0.9505549,0.071092464,0.9289075,0.0011779441,0.99882203,0.07177114,0.9282288,0.17852099,0.821479,0.1061394,0.8938606,0.04004459,0.95995545,0.05059785,0.94940215,0.00131028,0.9986897,0.0016031303,0.9983968,0.18946268,0.8105373,0.012616299,0.9873838,0.00027289693,0.9997271,0.17450488,0.8254951,0.0031659189,0.9968341
0.17588332,0.8241167,0.6012434,0.39875665,0.5989095,0.4010905,0.4925604,0.5074396,0.7230424,0.27695754,0.5790096,0.4209904,0.1166643,0.8833357,0.22907315,0.7709269,0.6257916,0.37420833,0.24327658,0.7567234,0.5508466,0.44915336,0.36281574,0.6371842,0.6977012,0.30229878,0.19523141,0.80476856,0.6627202,0.3372798,0.64238775,0.35761228,0.4937739,0.50622606,0.549528,0.45047203,0.38109645,0.6189035,0.6361457,0.36385432,0.16225539,0.8377446,0.14704642,0.85295355,0.1829027,0.8170973,0.28830388,0.7116961,0.16915728,0.8308427,0.55950826,0.44049168,0.19193456,0.8080654,0.74618936,0.25381058,0.5998013,0.4001987,0.7661383,0.23386164,0.051325075,0.948675,0.17852099,0.821479,0.20681342,0.7931866,0.7540661,0.24593388,0.58248925,0.41751072,0.25819203,0.741808,0.7410609,0.25893912,0.096602894,0.90339714,0.71141845,0.28858158,0.15487535,0.8451247,0.17450488,0.8254951,0.08745517,0.91254485
5.5220506e-05,0.9999448,0.21339102,0.78660905,9.014314e-06,0.99999094,0.00013862278,0.99986136,0.01831593,0.981684,0.033345614,0.96665436,2.183681e-06,0.99999785,4.6450296e-10,1.0,6.236207e-06,0.9999938,1.7213274e-07,0.9999999,3.8084076e-05,0.999962,0.10788556,0.8921144,0.28471738,0.71528256,0.00016927884,0.9998307,0.02007042,0.9799296,0.4206986,0.57930136,3.2145712e-07,0.99999964,0.00015908442,0.99984086,0.0005713402,0.9994287,0.025176996,0.97482294,0.0011042336,0.99889576,0.012186783,0.98781323,0.0009698181,0.99903023,0.009115139,0.99088484,0.1686583,0.83134174,0.0070999973,0.9929,0.0004023903,0.9995976,2.7166772e-05,0.9999728,0.31982434,0.6801756,5.4796805e-05,0.99994516,0.028306978,0.971693,0.002987299,0.99701273,0.1061394,0.8938606,0.051163882,0.94883615,5.5294273e-05,0.9999447,0.0019377641,0.9980622,2.9762097e-07,0.99999976,0.0025937755,0.9974062,0.0016884714,0.9983115,9.232282e-05,0.9999076,0.00043362632,0.9995664,0.011511024,0.988489
8.205419e-05,0.999918,0.0002807201,0.9997192,3.299969e-05,0.999967,0.00031173814,0.99968827,0.00028720108,0.99971277,0.0002477312,0.9997522,5.6757568e-08,1.0,1.1826374e-06,0.9999988,3.2478096e-05,0.9999676,2.1363537e-06,0.99999785,3.925796e-05,0.9999608,6.316336e-07,0.9999994,0.0004703402,0.9995297,4.718701e-05,0.9999528,0.00029545557,0.99970454,9.230346e-05,0.99990773,4.6201885e-06,0.99999535,0.00012135845,0.99987864,1.7645439e-07,0.9999999,0.00093609997,0.9990639,0.00039666973,0.99960333,7.5982407e-06,0.9999924,1.4163133e-05,0.9999858,0.00027711716,0.9997229,0.00029705587,0.9997029,0.002121322,0.9978787,0.0002495488,0.99975044,3.2288444e-05,0.9999677,0.00035281596,0.99964714,1.4324206e-06,0.99999857,0.0039325017,0.9960675,0.00027616555,0.99972385,0.1061394,0.8938606,3.8235674e-05,0.99996173,3.866166e-05,0.9999614,1.6012411e-05,0.999984,6.366768e-07,0.9999994,0.0001727413,0.9998273,7.123679e-05,0.9999287,2.7720649e-05,0.9999722,0.00023971978,0.9997603,4.3615128e-05,0.99995637
