androiddefender_0,androiddefender_1,androidspy_0,androidspy_1,avforandroid_0,avforandroid_1,avpass_0,avpass_1,beanbot_0,beanbot_1,biige_0,biige_1,charger_0,charger_1,dowgin_0,dowgin_1,ewind_0,ewind_1,fakeapp_0,fakeapp_1,fakeappal_0,fakeappal_1,fakeav_0,fakeav_1,fakeinst_0,fakeinst_1,fakejoboffer_0,fakejoboffer_1,fakemart_0,fakemart_1,fakenotify_0,fakenotify_1,faketaobao_0,faketaobao_1,feiwo_0,feiwo_1,gooligan_0,gooligan_1,jifake_0,jifake_1,jisut_0,jisut_1,kemoge_0,kemoge_1,koler_0,koler_1,koodous_0,koodous_1,lockerpin_0,lockerpin_1,mazarbot_0,mazarbot_1,mobidash_0,mobidash_1,nandrobox_0,nandrobox_1,penetho_0,penetho_1,plankton_0,plankton_1,pletor_0,pletor_1,porndroid_0,porndroid_1,ransombo_0,ransombo_1,selfmite_0,selfmite_1,shuanet_0,shuanet_1,simplocker_0,simplocker_1,smssniffer_0,smssniffer_1,svpeng_0,svpeng_1,virusshield_0,virusshield_1,wannalocker_0,wannalocker_1,youmi_0,youmi_1,zsone_0,zsone_1
5.0155584e-05,0.9999498,0.0011518932,0.9988481,2.151759e-05,0.9999784,0.00012638416,0.99987364,0.00012847739,0.9998715,0.0007578727,0.9992422,4.8961683e-06,0.9999951,1.1694012e-06,0.9999988,2.0498655e-05,0.9999795,6.776795e-06,0.9999932,0.00016774837,0.9998323,1.772249e-06,0.9999982,0.0010151574,0.9989849,4.3303262e-05,0.9999567,0.000961157,0.9990388,3.5868583e-05,0.9999641,4.310879e-06,0.9999957,0.00018510692,0.9998149,3.8142682e-07,0.99999964,0.0040334184,0.99596655,0.00043480535,0.9995652,9.466776e-06,0.9999906,0.0003209616,0.9996791,0.0004723544,0.9995277,0.00058450195,0.9994155,0.0016797147,0.9983203,0.0005358927,0.9994641,5.692289e-05,0.999943,0.0007524592,0.99924755,3.800517e-06,0.9999962,0.004066401,0.9959336,0.00032411772,0.99967587,0.1061394,0.8938606,6.822923e-05,0.9999318,5.2209034e-05,0.9999478,8.535219e-06,0.9999914,6.6334036e-07,0.9999993,0.00022641299,0.99977356,2.1040645e-05,0.9999789,0.00013719362,0.9998628,0.00053106685,0.999469,2.2592853e-06,0.99999774
8.262108e-05,0.9999174,0.0002668239,0.99973315,3.1291307e-05,0.99996877,0.00030602593,0.999694,0.00023278447,0.99976724,0.0002523053,0.9997477,6.1928294e-09,1.0,1.7415495e-06,0.9999982,1.9501822e-05,0.99998045,1.982864e-06,0.999998,3.167579e-05,0.9999683,6.651356e-07,0.9999993,0.0003001653,0.99969983,3.061755e-05,0.99996936,0.00043921213,0.9995608,6.374835e-05,0.9999362,4.507304e-06,0.99999547,0.00014573564,0.9998542,5.4895254e-06,0.9999945,0.0011623302,0.99883765,0.00032392808,0.9996761,2.6355012e-06,0.9999974,1.1817179e-05,0.9999882,0.0002732974,0.9997267,0.00019237603,0.99980766,0.002097598,0.9979024,0.00020865675,0.9997913,2.4268884e-05,0.9999757,0.00031045362,0.9996896,2.4384235e-07,0.99999976,0.0019238996,0.9980761,0.0002764835,0.9997235,0.1061394,0.8938606,5.7418794e-05,0.99994254,3.554147e-05,0.9999645,1.1455257e-05,0.99998856,1.1010455e-07,0.9999999,0.00024155201,0.9997584,6.819612e-05,0.9999318,3.186576e-05,0.9999682,0.00017530641,0.9998247,7.2076655e-05,0.9999279
0.07872337,0.9212766,0.05210931,0.9478907,0.023658987,0.97634107,0.020852668,0.9791474,0.13888285,0.8611171,0.10719372,0.8928063,0.0012749921,0.998725,0.034474004,0.96552604,0.020694537,0.97930545,0.03914461,0.9608554,0.025151348,0.9748487,0.013946238,0.98605376,0.20086741,0.7991326,0.07508949,0.9249105,0.045504794,0.95449525,0.13625193,0.8637481,0.027820589,0.9721795,0.02791426,0.9720857,0.052659295,0.94734067,0.1342117,0.8657883,0.1047468,0.8952532,0.14704642,0.85295355,0.053251132,0.9467489,0.032209672,0.9677903,0.16915728,0.8308427,0.046122707,0.95387733,0.0995412,0.90045875,0.022177553,0.9778225,0.071092464,0.9289075,0.054764137,0.94523585,0.037643377,0.9623567,0.05607091,0.9439291,0.1061394,0.8938606,0.08686621,0.9131338,0.025063187,0.97493684,0.011127022,0.98887295,0.13297367,0.8670263,0.011661845,0.9883382,0.076884136,0.9231159,0.013726547,0.98627347,0.08480299,0.915197,0.031499714,0.96850026
1.0406526e-06,0.9999989,0.0011486575,0.9988513,1.0905117e-05,0.99998915,0.00010048224,0.9998995,2.4179812e-06,0.9999976,0.00063021673,0.9993698,2.409441e-06,0.9999976,3.9720408e-07,0.99999964,8.439355e-06,0.99999154,3.2404432e-06,0.9999968,9.478456e-05,0.9999052,2.3907864e-06,0.9999976,3.0389343e-05,0.9999696,1.3985415e-05,0.99998605,0.0014150647,0.998585,1.299999e-07,0.9999999,1.5591617e-06,0.99999845,0.00013580512,0.9998642,1.1649428e-07,0.9999999,0.0042514815,0.9957486,3.2133936e-05,0.9999678,8.394117e-06,0.99999166,0.00017846588,0.9998216,0.00033275335,0.9996673,3.6047517e-05,0.999964,0.00065254036,0.9993475,0.0002782439,0.9997217,1.9095517e-06,0.9999981,6.286846e-05,0.9999372,1.3923153e-07,0.9999999,0.0012678608,0.99873215,0.00024142722,0.99975854,0.1061394,0.8938606,9.4499255e-06,0.9999906,3.4334567e-05,0.99996567,2.0782723e-07,0.99999976,2.9965022e-09,1.0,3.9220653e-05,0.9999608,5.9311756e-06,0.99999404,1.2108099e-05,0.99998784,0.00034454642,0.9996555,3.9652654e-08,1.0
0.17588331,0.8241167,0.05210931,0.9478907,0.053954896,0.94604504,0.050576128,0.94942385,0.0033492357,0.99665076,0.0075096358,0.99249035,8.424519e-05,0.9999157,0.22907315,0.7709269,0.052164953,0.947835,0.19387569,0.8061243,0.057071425,0.9429286,0.10254731,0.8974527,0.0045507774,0.99544924,0.19523141,0.80476856,0.022138216,0.9778618,0.028637942,0.97136205,0.05020354,0.94979644,0.054307964,0.94569206,0.0043595275,0.9956405,0.18187684,0.81812316,0.20037828,0.79962176,0.021711664,0.9782883,0.1829027,0.8170973,0.011479299,0.9885206,0.16915728,0.8308427,0.06991257,0.9300874,0.19193456,0.8080654,0.04944505,0.9505549,0.071092464,0.9289075,0.0016786724,0.99832135,0.08810298,0.911897,0.17852099,0.821479,0.1061394,0.8938606,0.05265821,0.94734174,0.05059785,0.94940215,0.001465992,0.99853396,0.0017665074,0.99823344,0.2031219,0.7968781,0.012616299,0.9873838,0.00024293226,0.9997571,0.17450488,0.8254951,0.0031995606,0.9968004
7.089341e-05,0.9999291,0.0002932906,0.9997067,3.0984713e-05,0.999969,0.00032829493,0.9996717,0.00029507946,0.9997049,0.0003544448,0.9996456,1.846832e-08,1.0,1.5319384e-06,0.99999845,1.7775008e-05,0.99998224,1.7285619e-06,0.9999982,3.0198038e-05,0.99996984,3.840959e-06,0.9999962,0.00037722592,0.9996227,2.6138443e-05,0.9999739,0.0005352423,0.9994648,7.7971046e-05,0.99992204,4.3625596e-06,0.9999956,0.00015983799,0.99984014,3.2228957e-08,1.0,0.0012807888,0.9987192,0.00028882772,0.9997111,2.0167836e-05,0.99997985,1.0227801e-05,0.99998975,0.00034599096,0.99965405,0.00016079124,0.9998392,0.0023857565,0.99761426,0.00018469119,0.9998153,2.3628163e-05,0.9999764,0.0003208845,0.9996791,4.8952586e-07,0.9999995,0.0030142057,0.99698585,0.00028160092,0.99971837,0.1061394,0.8938606,4.918028e-05,0.99995077,3.739303e-05,0.99996257,2.6868338e-05,0.9999732,1.554464e-07,0.9999999,0.0002799637,0.99972004,7.3592535e-05,0.99992645,2.843853e-05,0.9999715,0.00015992351,0.99984,2.2461963e-05,0.9999776
0.17588331,0.8241167,0.05210931,0.9478907,0.053954896,0.94604504,0.050576128,0.94942385,0.0033492357,0.99665076,0.0075096358,0.99249035,0.00013765646,0.9998623,0.22907315,0.7709269,0.052164953,0.947835,0.19498792,0.80501205,0.057071425,0.9429286,0.102705,0.897295,0.0045507774,0.99544924,0.19523141,0.80476856,0.022138216,0.9778618,0.028637942,0.97136205,0.05020354,0.94979644,0.054307964,0.94569206,0.0021680745,0.9978319,0.18187684,0.81812316,0.20123696,0.79876304,0.007299526,0.9927005,0.1829027,0.8170973,0.006759902,0.9932401,0.16915728,0.8308427,0.06991257,0.9300874,0.19193456,0.8080654,0.04944505,0.9505549,0.071092464,0.9289075,0.0016859462,0.998314,0.05793737,0.9420626,0.17852099,0.821479,0.1061394,0.8938606,0.05282027,0.9471797,0.05059785,0.94940215,0.0022559941,0.9977441,0.001768281,0.9982317,0.20316853,0.7968314,0.012616299,0.9873838,0.00019558163,0.99980444,0.17450488,0.8254951,0.0011821222,0.99881786
0.17588331,0.8241167,0.05210931,0.9478907,0.053954896,0.94604504,0.050576128,0.94942385,0.0033492357,0.99665076,0.0075096358,0.99249035,9.325561e-05,0.9999068,0.22907315,0.7709269,0.052164953,0.947835,0.19149649,0.8085035,0.057071425,0.9429286,0.10223571,0.89776427,0.0045507774,0.99544924,0.19523141,0.80476856,0.022138216,0.9778618,0.028637942,0.97136205,0.05020354,0.94979644,0.054307964,0.94569206,0.020067845,0.9799321,0.18187684,0.81812316,0.19767627,0.80232376,0.032726977,0.96727306,0.058696218,0.94130385,0.014817916,0.9851821,0.16915728,0.8308427,0.06991257,0.9300874,0.19193456,0.8080654,0.04944505,0.9505549,0.071092464,0.9289075,0.0017593188,0.9982407,0.17173581,0.82826424,0.17852099,0.821479,0.1061394,0.8938606,0.05446476,0.94553524,0.05059785,0.94940215,0.0013529828,0.99864703,0.001787906,0.9982121,0.20498362,0.79501647,0.012616299,0.9873838,0.000332544,0.9996674,0.17450488,0.8254951,0.0151715055,0.98482853
2.0670246e-05,0.9999794,0.0011220146,0.99887794,1.0933293e-05,0.99998903,9.8985336e-05,0.99990106,8.482923e-05,0.9999151,0.0005912562,0.9994087,1.8373231e-06,0.9999982,4.1217538e-07,0.99999964,8.580548e-06,0.9999914,2.8219056e-06,0.99999714,9.5577736e-05,0.9999044,1.0479337e-06,0.9999989,0.0004024977,0.9995975,1.4543118e-05,0.99998546,0.001291906,0.9987081,7.4441623e-06,0.9999926,1.5906473e-06,0.99999845,0.0001339023,0.9998661,9.943001e-08,0.9999999,0.003999488,0.99600047,0.00024211463,0.99975795,4.2956535e-06,0.9999957,0.00017307665,0.99982697,0.0002736507,0.99972636,0.00030527645,0.9996947,0.0019150221,0.998085,0.0002862151,0.9997137,2.5912417e-05,0.99997413,0.0004855736,0.99951446,1.3983955e-06,0.99999857,0.003925552,0.99607444,0.00023043837,0.9997695,0.1061394,0.8938606,6.250124e-05,0.99993753,3.3855442e-05,0.99996614,5.1994866e-06,0.99999475,1.9825075e-07,0.99999976,0.00023964481,0.9997603,5.87394e-06,0.99999416,6.7958186e-05,0.99993205,0.0003492286,0.9996507,7.292779e-07,0.9999993
1.7867718e-05,0.9999821,0.0011919553,0.998808,1.0675709e-05,0.9999893,0.00010285407,0.9998971,9.865297e-05,0.9999013,0.00066976243,0.9993303,1.67627e-06,0.99999833,3.4125404e-07,0.99999964,8.41011e-06,0.99999154,2.5079225e-06,0.9999975,9.3310395e-05,0.99990666,2.4932042e-06,0.9999975,0.00041034597,0.9995896,1.3424506e-05,0.9999865,0.0015698875,0.9984301,7.0763213e-06,0.99999297,1.4474257e-06,0.99999857,0.00013783788,0.9998622,1.2366196e-07,0.9999999,0.00454244,0.99545753,0.0002256712,0.9997744,7.9801575e-06,0.999992,0.00017984545,0.9998202,0.00031107283,0.999689,0.00028517353,0.9997148,0.002117088,0.9978829,0.00026072678,0.9997392,2.4451105e-05,0.99997556,0.00049204536,0.9995079,1.4884353e-06,0.99999857,0.0044409647,0.995559,0.00024868798,0.99975127,0.1061394,0.8938606,7.089111e-05,0.9999291,3.4903052e-05,0.9999651,4.3129353e-06,0.9999957,1.8094576e-07,0.99999976,0.00025217302,0.9997478,5.573112e-06,0.9999944,6.246996e-05,0.99993753,0.00033545724,0.99966455,6.318354e-07,0.9999994
